1,2,0.023497254527720984
1,3,0.0869418208275746
1,4,0.11286647390545537
1,5,0.11743250924314791
1,6,0.18734710125031173
2,1,0.023497254527720984
2,5,0.09593927445451983
2,4,0.09497197951103757
2,3,0.07703352649319664
2,6,0.17692228472130617
3,1,0.0869418208275746
3,6,0.10057060513596276
3,5,0.07010580924231719
3,4,0.04506230543799155
3,2,0.07703352649319664
4,1,0.11286647390545537
4,6,0.09598459281366944
4,51,0.09950783110498945
4,5,0.03032394541020551
4,3,0.04506230543799155
4,2,0.09497197951103757
4,49,0.11439791491099535
5,1,0.11743250924314791
5,6,0.12120538060951304
5,51,0.08417812213315069
5,4,0.03032394541020551
5,3,0.07010580924231719
5,2,0.09593927445451983
5,49,0.09607504565562597
6,1,0.18734710125031173
6,4,0.09598459281366944
6,3,0.10057060513596276
6,5,0.12120538060951304
6,51,0.1379887298736635
6,49,0.1556576705941478
6,2,0.17692228472130617
7,8,0.07146941139076057
7,9,0.0834832533866055
7,10,0.1080004857425127
7,11,0.12904240614463702
7,12,0.14544016038827856
8,7,0.07146941139076057
8,40,0.0952503383267289
8,10,0.09643135971899622
8,11,0.06954026395184579
8,9,0.12314630118178806
8,42,0.1007437152215797
8,12,0.10733113905304509
8,41,0.10183282423532292
9,7,0.0834832533866055
9,10,0.07517166287438085
9,8,0.12314630118178806
9,11,0.1430395573474887
9,40,0.1808380034668131
10,7,0.1080004857425127
10,40,0.1147392387434896
10,9,0.07517166287438085
10,11,0.07897363901333544
10,8,0.09643135971899622
11,7,0.12904240614463702
11,40,0.03781082041604844
11,10,0.07897363901333544
11,8,0.06954026395184579
11,41,0.069644537405889
11,42,0.07948720156122041
11,9,0.1430395573474887
12,7,0.14544016038827856
12,69,0.0865660445804436
12,70,0.19364593812540265
12,42,0.11740064806460221
12,72,0.11948074156582536
12,8,0.10733113905304509
12,41,0.13082792548207314
12,71,0.18416928815211864
13,14,0.04658285550844704
13,15,0.10885815719776964
13,16,0.11015392799599329
13,17,0.11417758015960432
13,18,0.11940995029420631
14,13,0.04658285550844704
14,17,0.07060854916734051
14,33,0.1350316840670322
14,16,0.13701987757707143
14,35,0.15212507521450022
15,13,0.10885815719776964
15,64,0.08205257772239578
15,16,0.08473904347803891
15,18,0.09192069293533556
15,65,0.052902827306342826
15,38,0.0925322194729877
15,66,0.0842783871247122
16,13,0.11015392799599329
16,36,0.1059504051494509
16,14,0.13701987757707143
16,35,0.12021756802340379
16,38,0.03561798340277197
16,15,0.08473904347803891
16,64,0.10185584394634238
17,13,0.11417758015960432
17,33,0.06493508216429746
17,14,0.07060854916734051
17,34,0.10917132021178688
17,35,0.1296828633108732
18,13,0.11940995029420631
18,66,0.06931466138881323
18,65,0.0717219186781458
18,15,0.09192069293533556
18,101,0.09913177584511068
19,20,0.04357784272172051
19,21,0.04425204802091291
19,22,0.05945903202562315
19,23,0.08290762815099298
19,24,0.09561962973802611
20,19,0.04357784272172051
20,25,0.06301600939454607
20,21,0.0822607034773726
20,24,0.09909177486891077
20,22,0.01668987612934913
20,26,0.07240811455619268
20,23,0.09297979335862698
20,100,0.11005846049409525
20,87,0.08639075895305141
21,19,0.04425204802091291
21,43,0.15264258221762017
21,46,0.06310877746163092
21,20,0.0822607034773726
21,48,0.08360483399593673
21,45,0.09760709185075155
21,44,0.11293216259255479
22,19,0.05945903202562315
22,25,0.048769964069072316
22,20,0.01668987612934913
22,26,0.05594890479404394
22,87,0.0796949046617509
22,27,0.11742064079201009
22,100,0.09861761080340989
23,19,0.08290762815099298
23,24,0.017165117517365814
23,27,0.07023630367724949
23,25,0.09145445538123907
23,20,0.09297979335862698
24,19,0.09561962973802611
24,25,0.0859284870073532
24,23,0.017165117517365814
24,27,0.05327546049529373
24,20,0.09909177486891077
25,26,0.04230934369288515
25,22,0.048769964069072316
25,20,0.06301600939454607
25,27,0.0809643482294256
25,24,0.0859284870073532
25,23,0.09145445538123907
25,100,0.10719377986919147
25,87,0.1054606802988641
26,25,0.04230934369288515
26,22,0.05594890479404394
26,20,0.07240811455619268
26,100,0.06569748519828934
26,87,0.0717047836504069
27,25,0.0809643482294256
27,24,0.05327546049529373
27,23,0.07023630367724949
27,39,0.09833186236783188
27,22,0.11742064079201009
28,29,0.1397682346410061
28,30,0.14123958247292448
28,31,0.1452495355694492
28,32,0.14700241976865708
28,88,0.15549947114732401
29,28,0.1397682346410061
29,88,0.08324493762225064
29,89,0.1569662660689966
29,95,0.24859084758556035
